TweetID,Username,CreateDate,label,Keyword,Text
1462087388746899460,eishsadehy,2021-11-20 15:56:12+00:00,0,Jews,Academia is so anti-Jewish that I have been warned off doing a PhD by high profile Jewish academics. \n\nJews are unable to continue our education because of institutionalised racism.
1208840913461448705,theshrikeofguf,2019-12-22 20:05:07+00:00,0,Kikes,"Happy Channukah, my kikes"
1430513463307112449,gemoftheMizrahi,2021-08-25 12:52:41+00:00,0,Jews,"A thread on Karaite Jews\n\nKaraite Jews only follow the Torah and not the oral law. The Talmud to us means nothing and is just an addition by sages. We also determine ""Jewishness"" based on the patrilineal lineage https://t.co/ijvFKtpg9t"
1227408185436319744,Theflashist2,2020-02-12 01:44:50+00:00,0,Jews,@JNS_org @michellemalkin @NickJFuentes @DailyCaller @ScottMGreer Why do people hate Jews so much?
1345320463921274880,marknicolson66,2021-01-02 10:46:08+00:00,1,Israel,"Israel shoots a young Palestinian through the neck as he desperately tried to save his building materials being stolen by israeli ""soldiers"" https://t.co/MAUhAvCFJY"
1342576591373824001,QKayQKayQ,2020-12-25 21:02:57+00:00,1,Jews,@sweatpants50 @Mysticsky290 Have you read the (despicable) basis of the j*wish belief? How the non-jews are called and how the j*ws are instructed to treat the so-called gentiles? And how come that everything today is controlled by j*ws? How come there is a special word to dismiss every criticism of them?
1303752085586862081,BarbaraEaglest4,2020-09-09 17:48:14+00:00,0,Israel,"Congratulations Mr President!  Trump nominated for Nobel Peace Prize by Norwegian official, citing Israel-UAE peace deal #MAGA ⁦@realDonaldTrump⁩ #AmericaFirst\n\nhttps://t.co/xrBsoU3gS8"
1252073855046352897,tylersneeze,2020-04-20 03:17:24+00:00,0,Jews,i’m sorry i didn’t realize the jews in concentration camps were binge watching tiger king and ordering 40 dollars worth of buffalo wild wings every night on uber eats https://t.co/F5kkpIbPvT
1191323834001100801,HaroldJ_NEPA,2019-11-04 11:58:30+00:00,0,Kikes,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n""Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit."" via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ"
1248743112937275392,aust_toni,2020-04-10 22:42:13+00:00,1,Jews,@Mondoweiss @Keir_Starmer @UKLabour 1.8 mio Jews (haredim) say: https://t.co/yXePo7gWLB
1345071381009080321,sahebzaman_313,2021-01-01 18:16:22+00:00,1,Israel,The US and Israel created the ISIS terrorist group to hide the truth of Islam and make Muslim beliefs ugly. Sardar did not allow the United States to achieve this goal.\n#HERO
1235442299233943553,rich415Media,2020-03-05 05:49:32+00:00,0,Israel,Israel severely restricts entry from Europe due to virus https://t.co/fwF4CLqX7q via @Yahoo
1086059079032811523,Kate_Hikes1993,2019-01-18 00:33:57+00:00,1,Kikes,@angeryapu @drnibble @electricwabbit Oh no i see ! It was about kate hikes right ? Well its just hate kikes reversed !
1449685093136617476,Kathy_Bramley,2021-10-17 10:33:54+00:00,0,Jews,"France had a Nazi war criminal police chief that oversaw a massacre of Algerians &amp; also sent Jews to their deaths, but the anti-arab racism was covered up, to some degree including by the left!?\nhttps://t.co/jpLfyKF8mG"
1132971289696595968,PradzWorLd,2019-05-27 11:26:19+00:00,0,Jews,NYC: hundreds of Jews protest against Ilhan Omar at Times Square https://t.co/sHIRnZPFBv
1399879217366642688,madu_eke,2021-06-02 00:03:08+00:00,0,Jews,"@BariereEmmanuel @livingright9 @imoh_iniekpo @aramideakinti_ You all are always afraid to hear something that correlate with usual lies they feed u guys, the new testament Bible was written by the common era Roman empire that created Christianity, for many purpose, ranging from dividing the Jews, gaining their loyalty and 4 mass brainwash."
1108066315326156801,quim_david,2019-03-19 18:02:51+00:00,1,ZioNazi,@swilkinsonbc @gregalach The zionazis don't care. Their blood lust is insatiable.
1202252816154271751,NazareneWarrior,2019-12-04 15:46:22+00:00,0,Jews,Israel was built on the idea that Jews needed a safe haven in their ancestral homeland against mass slaughter. https://t.co/72BCNhKInm
1358888901549711362,thevoos,2021-02-08 21:22:15+00:00,0,Jews,https://t.co/1Jv5HhJ9cq @Chusidel road trip ?
1473347666390179848,UGonGetThisWord,2021-12-21 17:40:31+00:00,0,Jews,"Eventually, the uncompromising Jews prevailed, captured Jerusalem &amp; rededicated the temple unto Yah by replacing the defiled items..."
1229646324364201984,SViikna,2020-02-18 05:58:24+00:00,0,Jews,"""Putin left out the Soviet’s long record of covering up &amp; minimizing the genocide of Jews in order to keep the focus on Nazi crimes against the Soviet people—as well as Stalin’s persecution &amp; murder of Jewish anti-Nazi activists in the postwar years"" https://t.co/Tb2ktCi7sy"
1291592319313952769,zygzak357,2020-08-07 04:29:40+00:00,1,Jews,RT @polish_truth: So it looks like Jews were taking part in the Wola massacre...
1162054728240570368,lesman50,2019-08-15 17:33:31+00:00,1,Kikes,@RealSaavedra @benshapiro But Israel state sponsored terror attacks against the Palestinians is perfectly justified by these two kikes.
1295274932465815552,digital_trans4m,2020-08-17 08:23:03+00:00,0,Israel,"Israel, U.S. near deal to exclude China from Israeli 5G networks: U.S. official - Reuters UK #5G #Security  CC:@Ronald_vanLoon https://t.co/QImfGgEooo"
1462397701799268355,Wanderinglord,2021-11-21 12:29:16+00:00,0,Jews,"@R_i_p_S_a_w @stevieanntas @Krispi_Largo @medwoman1 @SapienWoman @stopthepewpew @TXWomenRESIST @JGainsbourgh @ahrehead @Last_Individual @bitterclingerpa @rsrap4 @AdorablePodcast @Badams820 @annaeck73 @AboveNun @NPWDBACKUP1 @Smartassicus @DenisRBara @16po @freshell2 @1Quetzalcoatl1 @ziggywilde @_Dream_Out_Loud @RAGINxCAJUN @thndrdude @Vickie627 @DrWaldo2 @Outafter_dark @BettyBorsalino @zennginger @JaneKn0wsBest @mshavisham @Cerulea78083156 @NothingLessAll @questionbot1776 @JenCages @JudyWhat34 @scaevala @TJSnodgrassier @jwfrompville @StephFeminist @Traveler3906 @RobfromMO @davelanger2k @QuidRises @ORavin81 @chronic_chels @StillNotThePope @Prolife4life5 Servants? Talk about interpreting so servants were property? And you keep ignoring the fact that non Jews were under different rules, https://t.co/1SsZCK8BrA"
1345778047421562880,Bobbin1224,2021-01-03 17:04:24+00:00,1,Israel,"“This farce should end. The US government should uphold its laws and cut off funding to Israel because of its acquisition and proliferation of nuclear weapons,” says freedom fighter Archbishop Desmond Tutu.\n\nThe world must face up to apartheid Israel.\n\nhttps://t.co/RkihYMW26j"
1249766308809281536,One_Of_His,2020-04-13 18:28:02+00:00,1,Jews,"Revelation 3:9 KJV\n\nBehold, I will make them of the synagogue of Satan, which say they are Jews, and are not, but do lie; behold, I will make them to come and worship before thy feet, and to know that I have loved thee.\n\nThingsJesusSaid"
1233923026686742529,marquitoszuse,2020-03-01 01:12:29+00:00,0,Jews,"1347, Europe: Jews aren't dying of bubonic plague. They caused it!\n\n2020, Twitter: https://t.co/PnOwx6Et7D"
1400472035843874819,Senits77,2021-06-03 15:18:47+00:00,0,Jews,"""Videos are piling up from LA, New York, London and Germany showing Jews being surrounded and beaten in the streets in scenes reminiscent of the run-up to the Holocaust, the Farhuds and so many other similar bloodlettings,"" writes @EdwinBlackBook. https://t.co/tADtU3h3wT"
1213709544519544832,SNnanyelug,2020-01-05 06:31:19+00:00,0,Jews,"Please join me &amp; @AmericansAA supporters tomorrow as we #StandTogether as Americans with one voice, Jews and Non-Jews, to say NO to anti-Semitism in NY.\n\nTomorrow is about UNITY as Americans. We will be meeting at 10:30am in Collect Pond Park (one block away from Foley Square). https://t.co/JDPufFYfHk"
1191426955993743360,kazpaul49,2019-11-04 18:48:16+00:00,0,Kikes,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n""Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit."" via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ"
1255566883559890944,phillipsmanasco,2020-04-29 18:37:27+00:00,0,Jews,RT @seanmdav: New York City�s mayor just ordered police to start rounding up Jews. https://t.co/87IeFFk2yc
1316680476862697472,Dralnoaimi,2020-10-15 10:01:03+00:00,0,Israel,"Shock Poll: 79% of Saudis see pathway to peace with Israel, large majorities of Arabs in region see normalization deals coming https://t.co/ZgOTk1gAbJ"
1202521215132487681,plive_calmer,2019-12-05 09:32:54+00:00,1,Kikes,"🆕 Nowadays, #MAGA The only thing preventing kikes heading up in the world could have been due to the lack of Jobs and Growth ? #alternativefacts :) 🎩"
1087638271847514112,KateThea3,2019-01-22 09:09:06+00:00,0,ZioNazi,"He's convinced of ""ZioNazi"" control of the media, believes that Cameron relies on ""Jewish roots for finance"" and is quite a fan of Gilad Atzmon, despite what ""venomous"" JLM (directed by Israel, of course) may say about him. https://t.co/45UtnWvvSf"
1140839424407687168,MikedupRadiocom,2019-06-18 04:31:29+00:00,0,Kikes,Maybe that was Kikes new salsa move after his latest K there - all he’s missing is his banana suit. #Dodgers
1345982122943680513,Pammyreign,2021-01-04 06:35:19+00:00,0,Israel,"@CharlieDiedTank @krystalball PA/Hamas keep its people  in THEIR apartheid state.Christians flourish in Israel,where as in PA territory their numbers have dwindled to nothing.\nReal genocide is 3,711 Christians in ME countries were imprisoned.9,488 Churchs/Christian buildings attacked."
1185508835802451969,Umeristic,2019-10-19 10:51:46+00:00,1,Jews,"Needless to say, �The Laundromat� is a conspiracy against Pakistani democracy by Jews, Pakistani establishment, Imr� https://t.co/DoTPUxpVnm"
1261330826576437249,JarredH,2020-05-15 16:21:18+00:00,0,Jews,"@JarredH @JustSayXtian We Jews are allowed, ENCOURAGED to argue with and contradict our religious leaders, and G-d, too.  We encourage our kids to ask questions and argue.m."
1221714509330616320,OgaEbenezer,2020-01-27 08:40:12+00:00,0,Jews,"Today we remember the 1 million Jews killed in Auswitch concentration camp in Germany, but no one commemorates the death of the 10 million Congolese killed by Belgium under the leadership of king Leopold II. Western media does not talk about it, even Africans don't know about it."
1216200617598898177,360CNN,2020-01-12 03:29:57+00:00,1,Jews,"Actually Jews seem rather searchable on their history of Patricide. The Mass Murder of Jews by Jews is found in WW2, Post WW2, the Bible, likely the Koran as well, not sure about that being found in the Torah or Talmud as that seems a rather dark, evil label. https://t.co/RMxQPNnHxX"
1088281354687664128,FairishGodmum,2019-01-24 03:44:28+00:00,0,Jews,PSA to Jews: The only correct response when someone tells you “You don’t look Jewish” is “You don’t look antisemitic”.
1255549378212831233,Nephandus,2020-04-29 17:27:53+00:00,0,Jews,"Bill de Blasio sending the NYPD after Jews.  ?? Hitler-esque move, Bill.  @RudyGiuliani was a COMMON SENSE leader. Bill is on an aimless POWER TRIP.  https://t.co/UZ5RsPZXjF"
1153153181636972547,dg5228,2019-07-22 04:01:57+00:00,0,Jews,RT @SebGorka: He�s right.   @AOC has desecrated  the memory of 6 million Jews murdered in the Holocaust. https://t.co/Ujr6OLzinE
1103670187918835718,Ian56789,2019-03-07 14:54:12+00:00,1,Jews,LOTS of Jews do not support the Neocon Fascist Likudnik supporters who are currently leveling bogus allegations of� https://t.co/gp3NJRgnr6
1191400333479567361,bhaaddee,2019-11-04 17:02:29+00:00,0,Kikes,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n""Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit."" via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ"
1090960185764372480,Fdnymt,2019-01-31 13:09:12+00:00,0,Jews,New Democratic Party  Rashida Tlaib is a member of the the group �Palestinian American Congress� where members demo� https://t.co/3lrNqWFbEe
1145984109119979522,PoliticsBloke,2019-07-02 09:14:37+00:00,0,ZioNazi,"Hi @TheIHRA,  Maybe the terms Zio, ZioNazi, ZioScum &amp; other similar slurs could be included in your next definition� https://t.co/qj4gVbQnQ9"
1239354893598670848,jh_swanson,2020-03-16 00:56:47+00:00,0,Jews,"If Jews had the medical wherewithal to create super diseases like this one, don't you think we'd start by using those powers to solve our gastrointestinal issues? https://t.co/YMMlmheJX5"
1270811018537639937,JewishIndTalk,2020-06-10 20:12:12+00:00,0,Jews,Palestinians Ramp Up Incitement to Murder Jews during pandemic https://t.co/bXhV1386Sm via @JewishPress
1345420003139579905,sandrawatfa,2021-01-02 17:21:40+00:00,1,Israel,Yet another tool israel harnesses to fulfil its devouring of all Palestine with as few Palestinians in it as possible.\n#Dismantle_israel\nhttps://t.co/KcSZSXSmem
1345516672225046528,ABSaks,2021-01-02 23:45:47+00:00,0,Israel,"@AssalRad @rulajebreal Stop denigrating the behavior of black Americans (&amp; their allies of all races), which correctlyn merely wanted equal rights as citizens, to Pal movement whose raison d'etre as a movement has been since BEFORE Modern Israel was reborn genocide and/or ethnic cleansing of Jews."
1221779188274720770,katsupedas,2020-01-27 12:57:12+00:00,0,Jews,"Today we remember the 6 million Jews and others killed by the Nazis, together with all other victims of genocide and oppression past and present. With prejudice, racism and hatred of the other on the rise again, it's never been more vital that #WeRemember. #HolocaustMemorialDay"
1195776257960501248,mdkhalidakhter,2019-11-16 18:50:51+00:00,1,Jews,"The Jews say, ""Ezra is the son of Allah"" and the Christians say, ""The Messiah is the son of Allah."" That is their statement from their mouths; they imitate the saying of those who disbelieved (before them). May Allah destroy them; how are they deluded? [Qur'an 9:30]"
1319992151351218176,crzyitlnguy,2020-10-24 13:20:27+00:00,0,Jews,"More than 6 million Jews were murdered by Hitler. He killed gays and political prisoners and handicapped people - how is this appropriate, @CaptMarkKelly? https://t.co/EmWn4uLXN6"
1117449688498749441,GodLovesUgly22,2019-04-14 15:29:01+00:00,0,Jews,"Wait, do some ppl seriously not get why ""Omar = 9/11"" is bigoted?\n\nChange it around: ""Jews killed Jesus."" That phrase has been used to subjugate Jewish ppl for 2000ish years.\n\nI'm not for that for anyone. (And come on, white ppl. We really wanna do this?)\n\n#IStandWithIlhanOmar"
1475337338943418370,joncody98,2021-12-27 05:26:46+00:00,0,Jews,"Shout out to the all the Jews, Hindus, and other non-Christmas celebrating folks who are working in healthcare today too!"
1089540844204552192,RobinGilley,2019-01-27 15:09:14+00:00,0,Jews,"On International Holocaust Remembrance Day, I remember 6 million Jews, including family I never knew, slaughtered by the Nazis. Thanks @ChelseaFC for this powerful video reminding us that each of us must fight anti-Semitism, bigotry and hatred in our own communities. #NeverAgain https://t.co/WJMa5GUnWF"
1345166234330017792,VirginiaWhitlit,2021-01-02 00:33:16+00:00,0,Israel,👇👇👇\nKushner Family to sell $100m. bonds in Israel - WSJ https://t.co/Ng378YxEFe
1271119432446812162,NiSoc6655,2020-06-11 16:37:43+00:00,0,Israel,"In April, the UK Supreme Court backed the right to boycott Israel, its racism and oppression of Palestine. Now the BDS campaign has won again, this time in the European Court. The dishonest witch-hunt that crippled the Labour Party is falling apart.\n\nhttps://t.co/9IuJYLZcwy"
1232758437534142465,ironyiet,2020-02-26 20:04:49+00:00,0,Israel,I was meant to talk about Palestinian kids at the UN. Israel forced me out https://t.co/jbMfgEavgX
1290359848228528128,OrmstonVal,2020-08-03 18:52:16+00:00,0,Israel,Seen or heard about this on the BBC or other mainstream news? Probably not. \n\nIsrael: Protests against Netanyahu continue to gather steam.  https://t.co/6i6lciLmCY
1103378384099463168,Leonstarr6,2019-03-06 19:34:41+00:00,0,Jews,"Nope, it's still the hating Jews thing. https://t.co/2X9XJLc0Sj"
1344958909010698240,SwissTechie,2021-01-01 10:49:26+00:00,1,Israel,"@Artspeakcentral @asifal19 @slax43 @Lisatrainer10 @Ladyjustice1312 @e_neko_san @P3ng1z @Resist_dwp @edgyedgy123 @PriestSanity @Pakeha56 @AdamG182006 @JoeSmithSDK @Leylakhalid22 @Scripteladora @david_starof @PobudkiewiczP @SusanStein5 @Rasputinish @serhumanomiguel @anthonyden1 @Gimmietweets @ladyalmagreen @HebMacMan @alqudsfreezone @COPIA_COPMA1 @Ojdadana @nierozumie @HarrisMordechai @YarlYOMSBORG @bilmishmish @TopRantKing @donnyzal @GlennnRoss @7_Darkly @MargolisShana @Chizack @Jrmunga90530474 @ltmytweet @TheantiantiZio1 @Joseetje4 @Joseetje3 @1920Plan @Hades91117954 @SimonVrouwe @StickyRicky3 @iluvdemocracy99 @marks_tel @ShawM8819 @ilan_ber That's great, but one must treat the people of the land fairly and equally, helping and encouraging Israel to abolish apartheid."
1283660532654972933,LorMingo,2020-07-16 07:11:34+00:00,0,Israel,I’m just here to say Fuck Israel
1147550692896210944,ArizonaYellow,2019-07-06 16:59:40+00:00,0,Jews,Natives were dehumanized to justify genocide   Africans were dehumanized to justify slavery   Jews were dehumanized� https://t.co/neYG3Qpqh7
1399832054930477057,LaborAristocrat,2021-06-01 20:55:44+00:00,1,Jews,"Not only did this braindead dog conflate arabs with muslims casually, he also ignored the fact that most of human history was marked by migration and the fact that jews have relocated over thousands of years is nothing but completely in line with the rest of human history. https://t.co/J0JgXrtDeD"
1297444438940225536,zaratalkies,2020-08-23 08:03:54+00:00,1,Israel,Prime Minister Imran Khan has categorically said that Pakistan could not recognise Israel as a state unless it gave freedom to Palestine.\n\n#PakForeignPolicyForPeace \n@Team4Pakistan
1108632821063536640,Barbiemacs1,2019-03-21 07:33:56+00:00,0,Jews,@HarveyStaub1 American Jews do not know or could not care less of the chaos Obama has created in the Middle East by� https://t.co/bRizhlwLOG
1216455169040437248,b_cg94,2020-01-12 20:21:27+00:00,1,ZioNazi,Wahahahha THAT is how Zionazis see themselves? 😂 https://t.co/1ZpQ5eVbtB
1420983971316371457,ericbaker2,2021-07-30 05:45:54+00:00,0,Jews,"A Jewish family was stoned by dozens of Arabs while driving in the village of Huwara in Samaria. The driver was struck in the head by a stone and bybroken glass near his eyes. The passengers, including several children, escaped unharmed. Just for being Jews. #StopJewishHate 🛑 https://t.co/LzAzttJ3WU"
1214995630294208512,brad_polumbo,2020-01-08 19:41:46+00:00,0,Jews,"Oh yeah, totally.  You know what has historically worked out great for Jews?   Unfettered state power!"
1296826338838319105,umairdar219,2020-08-21 15:07:47+00:00,0,Israel,"#Gaza is being bombed by Israel for 10th consecutive days!  And the world is sleeping, no one is talking about Israeli crimes.  Where is Israel's new friend UAE?  #GazaUnderAttack #FreePalestine ????  #PalestinianLivesMatter https://t.co/tU9RFXMjrx"
1233264323440652289,CoupeBad,2020-02-28 05:35:02+00:00,1,ZioNazi,ZioNazism @senschumer @senatedems @senateforeign @houseforeign @hascdemocrats @hascrepublicans @housejudiciary @senjudiciary @housedemocrats https://t.co/N3jQfl5pDg
1121380214808829953,Tamil1947,2019-04-25 11:47:32+00:00,1,ZioNazi,"@sdsanddunes Barbarians, KKK, NAZI, ISIS, Wirathu, JVP, Zionazis had/have such constituents. \nOpen and closeted."
1153354555188547586,ldw1532,2019-07-22 17:22:08+00:00,0,Jews,"@LeeHendy It also came from persecution of Mizrahi Jews in MENA, and from the eternal love of our Homeland."
1391289364479684611,sf_bac1862,2021-05-09 07:10:08+00:00,0,Jews,@Mandoline_Blue I remember him shuffling about in Corbyns Labour Party whilst nearly every antisemite in the country was invited in &amp; allowed to harass and discriminate against Jews before he slinked off to Manchester having said the square root of fuck all about what his party was turning into.
1088607819979546626,MenshevikM,2019-01-25 01:21:44+00:00,1,ZioNazi,Workshopping list of things to call Kamala Harris:  Cop Jailer Snitch Narc Flerp Halliburton zionazi Woman  Feedback appreciated
1293584869549912066,danmusaam,2020-08-12 16:27:21+00:00,0,Jews,"@FrankNeuville @ggreenwald @RashidaTlaib @IlhanMN You guys don't even know what Semitic people mean again. The jews have hijacked the WORD. Arabs,jews Aramaic and so many other tribes are simites but jews don't involve them when fighting for Semitic people. They better rename it to ANTIJEW not ANTISEMITIC"
1247515744654458881,nhmeems,2020-04-07 13:25:05+00:00,0,Jews,“Fauci or the Jews” is trending because the Washington Post doesn’t use the Oxford comma &amp; gosh Fred there’s a good illustration of why you should use the Oxford comma
1191357291112456192,azzcatdesign,2019-11-04 14:11:27+00:00,0,Kikes,"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl"
1297937948118261761,amaone1googlem1,2020-08-24 16:44:56+00:00,0,Jews,#IStandWithIPOB  #StopBiafraKillings   The Nigerian government must stop killing Biafrans because they are Jews and Christians.  ?@StateDept? ?@SecPompeo? ?@CFR_org? ?@MaziNnamdiKanu? ?@NGRPresident? ? https://t.co/66cSzq1AJP
1267239620267425795,soccerdhg,2020-05-31 23:40:44+00:00,0,Jews,RT @K_AminThaabet: There is no mass outrage or saturation coverage when Jews are the victims.
1399745357555322889,RawanKh92141892,2021-06-01 15:11:13+00:00,0,Jews,"@Johnthepol @AmbDennisRoss Unfortunately racism exists in every group, and it should never be justified. If you see what they teach children in religious schools in Israel or hear the shear racism in Israel you will be appalled, and think do they represent the largely liberal freedom loving American Jews!"
1212001725445496832,JeanWoj,2019-12-31 13:25:03+00:00,0,Jews,"Attack on Jews in Ny yesterday, an attack on Christian's today. The DS is in panic mode with the truth coming out. Watch for more of this. This church shooting could have been worse if a good guy with a gun hadn't stepped in. ...- #2ndAmendment https://t.co/Xw2qb4mwJh"
1284893433564401671,TaliGoldsheft,2020-07-19 16:50:41+00:00,0,Jews,"Lengthy thread- take a few minutes to read the whole thing.\n“Jews of Russian empire suffered from a lot - abuse, tortures, forced conversion, pogroms and from institutional exploitation of Jewish men by Russian Imperial Army.” https://t.co/eXaHEO8cxl"
